Hs (X1),Ht (X2),Cv (X3),FF (X4),FD (X5),SD (X6),SA (X7),FSR (X8),MD (X9),PD (X10),TD (X11),P (X12),E (X13),FR (X14),TWL (X15),RT (Y)
0.0042,0.005126655,0.349559,1.93583765,269.3082988,76.19087488,32.4568789,5.126654521,40,50,50,40,20,20,42,109
0.005267,0.005257575,0.308343,1.529221733,232.6483283,59.48897,17.43938499,5.25757473,65,30,60,60,25,30,52.67,142
0.004533333,0.008368945,0.261366,2.3539823,102.7677054,59.72904651,32.8975689,8.36894519,50,45,50,40,30,30,45.33333333,107
0.004833333,0.005039288,0.411343,2.040046838,290.0515464,72.56757,21.9134355,5.039288058,55,25,55,60,30,35,48.33333333,143
0.005066667,0.005323579,0.54538,2.073415493,374.4966443,70.34678,23.96323335,5.323579051,60,50,50,55,30,30,50.66666667,126
0.0037,0.005002378,0.145537,1.0584213,398.765923,83.76328,22.876938,5.002378,35,35,35,55,30,25,37,132
0.005367,0.00939618,0.675623,2.568571429,503.3333333,53.56787,39.94529082,9.396179712,65,45,55,55,35,30,53.67,130
0.0052,0.005314634,0.285102,2.073415493,384.4966443,72.34678,21.89632333,5.314633827,55,45,60,55,30,25,52,128
0.0043,0.002018453,0.174549,1.269415094,145.2916085,71.98165,12.56503065,2.018453432,50,35,45,50,25,30,43,120
0.004933333,0.002099597,0.530144,2.015492958,164.4966443,78.34678,21.89632333,2.099596745,60,45,50,50,30,25,49.33333333,142
0.003533,0.002459083,0.092059,1.307856452,124.5670935,187.0923654,17.08253984,2.459082612,35,30,30,60,30,20,35.33,142
0.003966667,0.003798462,0.117063,1.0543212,156.764,92.456292,16.45632142,3.7984623,40,35,35,55,40,25,39.66666667,132
0.0048,0.009509401,0.449388,2.748571429,365.6888889,53.56787,39.52908205,9.509400567,50,45,50,55,35,25,48,133
0.0043,0.002018453,0.174549,1.269415094,145.2916085,71.98165,12.56503065,2.018453432,50,35,45,50,25,30,43,120
0.004166667,0.002047653,0.195035,1.41839642,167.2904678,79.45789012,32.1468345,2.04765345,50,30,45,45,25,30,41.66666667,112
0.002733333,0.008568945,0.575459,2.8539823,493.786526,57.72904651,11.22306475,8.56894519,40,35,0,60,30,20,27.33333333,139
0.004833333,0.003893344,0.426684,1.127268722,220.7657658,63.98753,14.53162242,3.893343559,55,25,55,60,30,35,48.33333333,132
0.002733333,0.008568945,0.575459,2.8539823,493.786526,57.72904651,11.22306475,8.56894519,40,35,0,60,30,20,27.33333333,139
0.0052,0.009314634,0.285102,2.073415493,565.6888889,42.34678,21.89632333,9.314633827,50,45,60,55,40,30,52,132
0.005066667,0.005323579,0.54538,2.073415493,374.4966443,70.34678,23.96323335,5.323579051,60,50,50,55,30,30,50.66666667,126
0.004467,0.002142812,0.14432,1.049571429,113.5423333,52.98754,24.78929082,2.142811939,50,35,50,50,25,30,44.67,120
0.004833,0.005150158,0.251754,1.248571429,303.3333333,58.89787,23.94529082,5.150157949,55,25,55,60,30,35,48.33,134
0.004833333,0.005039288,0.411343,2.040046838,290.0515464,72.56757,21.9134355,5.039288058,55,25,55,60,30,35,48.33333333,143
0.005033,0.008513638,0.694137,2.638957476,510.4643799,37.47654,49.26807424,8.513637537,60,40,55,50,30,20,50.33,135
0.0044,0.005018923,0.230962,1.41262141,186.83467,56.762945,21.4698234,5.0189234,55,35,50,30,30,25,44,123
0.005133333,0.00465235,0.214247,2.053415493,364.4966443,78.34678,21.63233348,4.65235003,60,25,60,60,30,30,51.33333333,145
0.0043,0.002018453,0.174549,1.269415094,145.2916085,71.98165,12.56503065,2.018453432,50,35,45,50,25,30,43,120
0.004666667,0.004678345,0.658195,1.7389023,254.9483283,63.89236374,19.34087456,4.678345,55,35,50,50,30,25,46.66666667,126
0.003466667,0.003679437,0.09558,1.026534872,103.5678934,55.4569876,15.6789032,3.6794367,35,25,30,60,30,20,34.66666667,142
0.004466667,0.004983903,0.092236,1.31036712,123.921344,83.67895432,21.45672789,4.983903481,55,50,40,50,25,25,44.66666667,122
0.004333333,0.008572788,0.612976,3.040046838,384.4966443,65.98657,35.9134355,8.572788204,60,25,40,60,20,30,43.33333333,134
0.004933333,0.002099597,0.530144,2.015492958,164.4966443,78.34678,21.89632333,2.099596745,60,45,50,50,30,25,49.33333333,142
0.0043,0.002018453,0.174549,1.269415094,145.2916085,71.98165,12.56503065,2.018453432,50,35,45,50,25,30,43,120
0.004266667,0.008568945,0.337431,2.4539823,252.9483283,57.72904651,33.8975689,8.56894519,45,35,40,55,40,30,42.66666667,123
0.0038,0.002046723,0.530193,2.0156789,116.8976534,109.4567893,24.98726543,2.0467233,40,35,30,55,40,30,38,132
0.004833333,0.005039288,0.411343,2.040046838,290.0515464,72.56757,21.9134355,5.039288058,55,25,55,60,30,35,48.33333333,143
0.004333333,0.00234561,0.102233,1.452387,123.56092,89.2387654,20.673903,2.34560982,50,30,50,45,25,30,43.33333333,112
0.003966667,0.003798462,0.117063,1.0543212,156.764,92.456292,16.45632142,3.7984623,40,35,35,55,40,25,39.66666667,132
0.0047,0.001813579,0.295195,1.122268722,129.9857658,71.67361,24.34675224,1.813579165,50,35,55,50,30,30,47,120
0.004,0.002459083,0.092059,1.307856452,124.5670935,187.0923654,17.08253984,2.459082612,40,45,40,50,25,25,40,122
0.004066667,0.00234561,0.382028,1.452387,123.56092,89.2387654,20.673903,2.34560982,50,30,40,45,30,25,40.66666667,112
0.002733333,0.008568945,0.575459,2.8539823,493.786526,57.72904651,11.22306475,8.56894519,40,35,0,60,30,20,27.33333333,139
0.0037,0.005002378,0.145537,1.0584213,398.765923,83.76328,22.876938,5.002378,35,35,35,55,30,25,37,132
0.004166667,0.004329877,0.664899,2.52780345,145.980734,86.2674032,35.87560234,4.32987653,55,40,45,25,25,25,41.66666667,103
0.0037,0.003876023,0.364527,2.018734,233.9639582,74.09237856,30.8567345,3.876023345,35,40,35,55,25,25,37,132
0.004733,0.004134875,0.673247,3.338957476,225.7657658,74.57654,29.26807424,4.134874638,55,40,50,55,25,25,47.33,132
0.004733,0.004134875,0.673247,3.338957476,225.7657658,74.57654,29.26807424,4.134874638,55,40,50,55,25,25,47.33,132
0.004966667,0.002099597,0.410154,2.03415434,264.4966443,78.34678,21.89632333,2.099596745,55,25,55,65,35,35,49.66666667,151
0.004833333,0.005039288,0.411343,2.040046838,290.0515464,72.56757,21.9134355,5.039288058,55,25,55,60,30,35,48.33333333,143
0.0044,0.005018923,0.230962,1.41262141,186.83467,56.762945,21.4698234,5.0189234,55,35,50,30,30,25,44,123
0.004466667,0.004897646,0.306289,1.519034568,176.549873,62.30912786,26.02845081,4.89764592,45,35,50,60,25,20,44.66666667,140
0.0043,0.001581207,0.142286,2.021415493,269.3082988,78.65487,16.45632333,1.581207169,50,35,45,50,25,30,43,120
0.004033333,0.00212965,0.141187,1.0267893,104.678932,55.8762834,23.9876456,2.12965023,45,45,35,50,30,25,40.33333333,122
0.004833,0.005150158,0.251754,1.248571429,303.3333333,58.89787,23.94529082,5.150157949,55,25,55,60,30,35,48.33,134
0.004733333,0.002569614,0.414199,1.574696697,178.9833283,69.65378,10.9289225,2.569614,60,45,40,55,35,20,47.33333333,130
0.0038,0.002046723,0.530193,2.0156789,116.8976534,109.4567893,24.98726543,2.0467233,40,35,30,55,40,30,38,132
0.004166667,0.002047653,0.195035,1.41839642,167.2904678,79.45789012,32.1468345,2.04765345,50,30,45,45,25,30,41.66666667,112
0.004366667,0.00398439,0.184238,1.339876589,170.5670294,66.0934678,27.0928567,3.98439021,45,35,45,55,35,30,43.66666667,133
0.0046,0.001174636,0.168276,1.029221733,388.86526,87.48897,19.33938499,1.174636133,55,50,40,60,25,25,46,139
0.004467,0.008568945,0.494806,2.4539823,493.786526,53.72904651,33.8975689,8.56894519,45,30,50,60,30,20,44.67,140
0.004366667,0.008568945,0.645482,2.4539823,142.0515464,57.72904651,33.8975689,8.56894519,45,40,45,55,30,25,43.66666667,132
0.005267,0.005257575,0.308343,1.529221733,232.6483283,59.48897,17.43938499,5.25757473,65,30,60,60,25,30,52.67,142
0.004467,0.008568945,0.494806,2.4539823,493.786526,53.72904651,33.8975689,8.56894519,45,30,50,60,30,20,44.67,140
0.004333333,0.008572788,0.612976,3.040046838,384.4966443,65.98657,35.9134355,8.572788204,60,25,40,60,20,30,43.33333333,134
0.004966667,0.00845249,1.045934,3.976415094,590.4656085,69.857,33.8975689,8.452490208,50,45,55,55,35,30,49.66666667,126
0.004367,0.004693268,0.18049,1.31262141,189.83467,89.349862,23.4329812,4.6932675,45,35,45,55,35,30,43.67,133
0.004333333,0.00502387,0.117171,1.6646097,124.3696443,123.8645389,20.7864221,5.02387021,50,35,40,55,35,40,43.33333333,132
0.005066667,0.008809488,1.046432,3.068384075,563.6888889,63.98657,33.93435496,8.809487505,55,45,60,45,30,20,50.66666667,108
0.0044,0.00212965,0.036578,1.0267893,104.678932,76.19087488,23.9876456,2.12965023,55,45,40,50,25,25,44,122
0.004366667,0.00398439,0.184238,1.339876589,170.5670294,66.0934678,27.0928567,3.98439021,45,35,45,55,35,30,43.66666667,133
0.0051,0.004438652,0.941051,3.577672953,658.4656085,65.34677,36.79085375,4.438651618,60,45,55,55,25,30,51,127
0.002733333,0.008568945,0.575459,2.8539823,493.786526,57.72904651,11.22306475,8.56894519,40,35,0,60,30,20,27.33333333,139
0.0043,0.001581207,0.142286,2.021415493,326.8709536,78.65487,16.45632333,1.581207169,50,35,45,50,25,30,43,120
0.0042,0.005126655,0.349559,1.93583765,269.3082988,76.19087488,32.4568789,5.126654521,40,50,50,40,20,20,42,109
0.0046,0.001174636,0.168276,1.029221733,388.86526,87.48897,19.33938499,1.174636133,55,50,40,60,25,25,46,139
0.003533,0.002459083,0.092059,1.307856452,124.5670935,187.0923654,17.08253984,2.459082612,35,30,30,60,30,20,35.33,142
0.005033,0.008513638,0.694137,2.638957476,510.4643799,37.47654,49.26807424,8.513637537,60,40,55,50,30,20,50.33,135
0.004333333,0.002046723,0.277163,2.0156789,116.8976534,63.89236374,24.98726543,2.0467233,45,35,50,45,30,30,43.33333333,112
0.0046,0.001174636,0.168276,1.029221733,388.86526,87.48897,19.33938499,1.174636133,55,50,40,60,25,25,46,139
0.004833333,0.003893344,0.426684,1.127268722,220.7657658,63.98753,14.53162242,3.893343559,55,25,55,60,30,35,48.33333333,132
0.004333333,0.002046723,0.277163,2.0156789,116.8976534,63.89236374,24.98726543,2.0467233,45,35,50,45,30,30,43.33333333,112
0.004266667,0.008568945,0.337431,2.4539823,252.9483283,57.72904651,33.8975689,8.56894519,45,35,40,55,40,30,42.66666667,123
0.005,0.00768659,0.816551,2.157268722,326.8709536,57.98763,44.33152242,7.686589649,60,30,60,50,25,25,50,124
0.0043,0.001581207,0.142286,2.021415493,269.3082988,78.65487,16.45632333,1.581207169,50,35,45,50,25,30,43,120
0.004466667,0.008568945,1.080265,2.8539823,493.786526,57.72904651,33.8975689,8.56894519,45,30,50,60,30,20,44.66666667,141
0.005066667,0.008048423,0.519747,2.577676253,312.7677054,69.34677,35.79085375,8.0484234,60,25,60,60,25,30,50.66666667,142
0.0052,0.009314634,0.285102,2.073415493,565.6888889,42.34678,21.89632333,9.314633827,50,45,60,55,40,30,52,132
0.005066667,0.005323579,0.54538,2.073415493,374.4966443,70.34678,23.96323335,5.323579051,60,50,50,55,30,30,50.66666667,126
0.005066667,0.008809488,1.046432,3.068384075,563.6888889,63.98657,33.93435496,8.809487505,55,45,60,45,30,20,50.66666667,108
0.004433,0.005037342,0.155236,1.128957476,308.3646438,79.876381,26.34807424,5.037341937,60,50,35,45,30,20,44.33,110
0.0044,0.00212965,0.036578,1.0267893,104.678932,76.19087488,23.9876456,2.12965023,55,45,40,50,25,25,44,122
0.004467,0.002142812,0.14432,1.049571429,113.5423333,52.98754,24.78929082,2.142811939,50,35,50,50,25,30,44.67,120
0.0048,0.004239777,0.497628,1.314696987,493.786526,54.87278,29.6689225,4.239776594,50,45,50,55,35,30,48,121
0.003966667,0.003798462,0.117063,1.0543212,156.764,92.456292,16.45632142,3.7984623,40,35,35,55,40,25,39.66666667,132
0.0053,0.007680188,1.054467,2.172246696,509.3983333,59.98763,46.53162242,7.680188162,65,45,55,55,30,30,53,138
0.005367,0.00939618,0.675623,2.568571429,503.3333333,53.56787,39.94529082,9.396179712,65,45,55,55,35,30,53.67,130
0.003767,0.00212965,0.072275,1.0267893,104.678932,55.8762834,23.9876456,2.12965023,40,45,35,50,20,25,37.67,122
0.004466667,0.004983903,0.092236,1.31036712,123.921344,83.67895432,21.45672789,4.983903481,55,50,40,50,25,25,44.66666667,122
0.0038,0.002046723,0.530193,2.0156789,116.8976534,109.4567893,24.98726543,2.0467233,40,35,30,55,40,30,38,132
0.0043,0.002018453,0.174549,1.269415094,145.2916085,71.98165,12.56503065,2.018453432,50,35,45,50,25,30,43,120
0.005066667,0.008809488,1.046432,3.068384075,563.6888889,63.98657,33.93435496,8.809487505,55,45,60,45,30,20,50.66666667,108
0.003767,0.00212965,0.072275,1.0267893,104.678932,55.8762834,23.9876456,2.12965023,40,45,35,50,20,25,37.67,122
0.0044,0.00212965,0.036578,1.0267893,104.678932,76.19087488,23.9876456,2.12965023,55,45,40,50,25,25,44,122
0.004133,0.004623478,0.19701,1.432762,303.7845678,76.9043812,42.346578,4.623478,40,45,50,40,20,20,41.33,102
0.004733333,0.004254323,0.497628,1.314696987,354.7546098,59.45678,12.6689225,4.254322691,55,50,40,65,30,25,47.33333333,152
0.004333333,0.00502387,0.117171,1.6646097,124.3696443,123.8645389,20.7864221,5.02387021,50,35,40,55,35,40,43.33333333,132
0.005066667,0.009437854,0.408488,3.91509434,402.3646438,69.76857,31.22503065,9.437854445,60,25,60,60,25,30,50.66666667,146
0.0048,0.004239777,0.497628,1.314696987,493.786526,54.87278,29.6689225,4.239776594,50,45,50,55,35,30,48,121
0.004,0.002459083,0.092059,1.307856452,124.5670935,187.0923654,17.08253984,2.459082612,40,45,40,50,25,25,40,122
0.0052,0.009314634,0.285102,2.073415493,565.6888889,42.34678,21.89632333,9.314633827,50,45,60,55,40,30,52,132
0.004933333,0.002099597,0.530144,2.015492958,164.4966443,78.34678,21.89632333,2.099596745,60,45,50,50,30,25,49.33333333,142
0.004333333,0.00234561,0.102233,1.452387,123.56092,89.2387654,20.673903,2.34560982,50,30,50,45,25,30,43.33333333,112
0.0052,0.009314634,0.285102,2.073415493,565.6888889,42.34678,21.89632333,9.314633827,50,45,60,55,40,30,52,132
0.004333333,0.00502387,0.117171,1.6646097,124.3696443,123.8645389,20.7864221,5.02387021,50,35,40,55,35,40,43.33333333,132
0.004733,0.004134875,0.673247,3.338957476,225.7657658,74.57654,29.26807424,4.134874638,55,40,50,55,25,25,47.33,132
0.0044,0.00212965,0.036578,1.0267893,104.678932,76.19087488,23.9876456,2.12965023,55,45,40,50,25,25,44,122
0.003966667,0.003798462,0.117063,1.0543212,156.764,92.456292,16.45632142,3.7984623,40,35,35,55,40,25,39.66666667,132
0.004133333,0.00474398,0.142553,1.036723,256.896542,80.45645893,23.986754,4.74398,40,40,40,60,30,35,41.33333333,142
0.005033,0.008513638,0.694137,2.638957476,510.4643799,37.47654,49.26807424,8.513637537,60,40,55,50,30,20,50.33,135
0.004467,0.002142812,0.14432,1.049571429,113.5423333,52.98754,24.78929082,2.142811939,50,35,50,50,25,30,44.67,120
0.004166667,0.004329877,0.664899,2.52780345,145.980734,86.2674032,35.87560234,4.32987653,55,40,45,25,25,25,41.66666667,103
0.004266667,0.008568945,0.337431,2.4539823,252.9483283,57.72904651,33.8975689,8.56894519,45,35,40,55,40,30,42.66666667,123
0.005066667,0.009437854,0.408488,3.91509434,402.3646438,69.76857,31.22503065,9.437854445,60,25,60,60,25,30,50.66666667,146
0.0051,0.004438652,0.941051,3.577672953,658.4656085,65.34677,36.79085375,4.438651618,60,45,55,55,25,30,51,127
0.0051,0.004438652,0.941051,3.577672953,658.4656085,65.34677,36.79085375,4.438651618,60,45,55,55,25,30,51,127
0.004467,0.002142812,0.14432,1.049571429,113.5423333,52.98754,24.78929082,2.142811939,50,35,50,50,25,30,44.67,120
0.005366667,0.004437219,0.713431,1.469698697,493.786526,57.45678,32.92249734,4.437219215,60,45,55,60,40,25,53.66666667,143
0.004433,0.005037342,0.155236,1.128957476,308.3646438,79.876381,26.34807424,5.037341937,60,50,35,45,30,20,44.33,110
0.004433333,0.001973337,0.362959,2.010046838,135.2988889,68.56349,20.6234355,1.973337251,60,50,35,45,30,20,44.33333333,110
0.0044,0.003092365,0.054982,1.54339642,128.9836743,93.8792356,29.567934,3.09236508,55,45,40,50,25,25,44,122
0.004733,0.004134875,0.673247,3.338957476,225.7657658,74.57654,29.26807424,4.134874638,55,40,50,55,25,25,47.33,132
0.0052,0.009314634,0.285102,2.073415493,565.6888889,42.34678,21.89632333,9.314633827,50,45,60,55,40,30,52,132
0.0037,0.003876023,0.364527,2.018734,233.9639582,74.09237856,30.8567345,3.876023345,35,40,35,55,25,25,37,132
0.005367,0.00939618,0.675623,2.568571429,503.3333333,53.56787,39.94529082,9.396179712,65,45,55,55,35,30,53.67,130
0.0044,0.00212965,0.036578,1.0267893,104.678932,76.19087488,23.9876456,2.12965023,55,45,40,50,25,25,44,122
0.004833333,0.004492767,0.150947,1.44672953,285.0515464,63.44677,35.79085375,4.492766872,55,25,55,60,30,35,48.33333333,142
0.004133,0.004623478,0.19701,1.432762,303.7845678,76.9043812,42.346578,4.623478,40,45,50,40,20,20,41.33,102
0.004833333,0.005039288,0.411343,2.040046838,290.0515464,72.56757,21.9134355,5.039288058,55,25,55,60,30,35,48.33333333,143
0.004166667,0.002047653,0.195035,1.41839642,167.2904678,79.45789012,32.1468345,2.04765345,50,30,45,45,25,30,41.66666667,112
0.004633333,0.001357873,0.18806,1.367672653,102.4565464,75.45372,13.45085375,1.357872699,50,35,55,50,25,30,46.33333333,120
0.004966667,0.002005075,0.247947,2.376415094,180.4656085,64.56897,21.22503065,2.005074705,55,25,55,65,35,35,49.66666667,152
0.004433333,0.001973337,0.362959,2.010046838,135.2988889,68.56349,20.6234355,1.973337251,60,50,35,45,30,20,44.33333333,110
0.0044,0.003092365,0.054982,1.54339642,128.9836743,93.8792356,29.567934,3.09236508,55,45,40,50,25,25,44,122
0.003966667,0.003798462,0.117063,1.0543212,156.764,92.456292,16.45632142,3.7984623,40,35,35,55,40,25,39.66666667,132
0.005,0.00768659,0.816551,2.157268722,326.8709536,57.98763,44.33152242,7.686589649,60,30,60,50,25,25,50,124
0.004533333,0.008368945,0.261366,2.3539823,102.7677054,59.72904651,32.8975689,8.36894519,50,45,50,40,30,30,45.33333333,107
0.004966667,0.00845249,1.045934,3.976415094,590.4656085,69.857,33.8975689,8.452490208,50,45,55,55,35,30,49.66666667,126
0.004733333,0.004254323,0.497628,1.314696987,354.7546098,59.45678,12.6689225,4.254322691,55,50,40,65,30,25,47.33333333,152
0.0044,0.003092365,0.054982,1.54339642,128.9836743,93.8792356,29.567934,3.09236508,55,45,40,50,25,25,44,122
0.004966667,0.00845249,1.045934,3.976415094,590.4656085,69.857,33.8975689,8.452490208,50,45,55,55,35,30,49.66666667,126
0.004733,0.004134875,0.673247,3.338957476,225.7657658,74.57654,29.26807424,4.134874638,55,40,50,55,25,25,47.33,132
0.005066667,0.005323579,0.54538,2.073415493,374.4966443,70.34678,23.96323335,5.323579051,60,50,50,55,30,30,50.66666667,126
0.004466667,0.008568945,1.080265,2.8539823,493.786526,57.72904651,33.8975689,8.56894519,45,30,50,60,30,20,44.66666667,141
0.0044,0.003092365,0.054982,1.54339642,128.9836743,93.8792356,29.567934,3.09236508,55,45,40,50,25,25,44,122
0.004467,0.002142812,0.14432,1.049571429,113.5423333,52.98754,24.78929082,2.142811939,50,35,50,50,25,30,44.67,120
0.0043,0.002018453,0.174549,1.269415094,145.2916085,71.98165,12.56503065,2.018453432,50,35,45,50,25,30,43,120
0.004833,0.005150158,0.251754,1.248571429,303.3333333,58.89787,23.94529082,5.150157949,55,25,55,60,30,35,48.33,134
0.0048,0.009509401,0.449388,2.748571429,365.6888889,53.56787,39.52908205,9.509400567,50,45,50,55,35,25,48,133
0.003466667,0.003679437,0.09558,1.026534872,103.5678934,55.4569876,15.6789032,3.6794367,35,25,30,60,30,20,34.66666667,142
0.0053,0.007680188,1.054467,2.172246696,509.3983333,59.98763,46.53162242,7.680188162,65,45,55,55,30,30,53,138
0.0046,0.001231739,0.114276,1.029221733,110.4567054,89.67543,14.67938499,1.231738787,60,45,40,45,35,20,46,110
0.004433,0.005037342,0.155236,1.128957476,308.3646438,79.876381,26.34807424,5.037341937,60,50,35,45,30,20,44.33,110
0.003466667,0.003679437,0.09558,1.026534872,103.5678934,55.4569876,15.6789032,3.6794367,35,25,30,60,30,20,34.66666667,142
0.004466667,0.008568945,1.080265,2.8539823,493.786526,57.72904651,33.8975689,8.56894519,45,30,50,60,30,20,44.66666667,141
0.004533333,0.008368945,0.261366,2.3539823,102.7677054,59.72904651,32.8975689,8.36894519,50,45,50,40,30,30,45.33333333,107
0.004833333,0.004492767,0.150947,1.44672953,285.0515464,63.44677,35.79085375,4.492766872,55,25,55,60,30,35,48.33333333,142
0.004333333,0.00502387,0.117171,1.6646097,124.3696443,123.8645389,20.7864221,5.02387021,50,35,40,55,35,40,43.33333333,132
0.004533333,0.008368945,0.261366,2.3539823,102.7677054,59.72904651,32.8975689,8.36894519,50,45,50,40,30,30,45.33333333,107
0.0037,0.003876023,0.364527,2.018734,233.9639582,74.09237856,30.8567345,3.876023345,35,40,35,55,25,25,37,132
0.004166667,0.004329877,0.664899,2.52780345,145.980734,86.2674032,35.87560234,4.32987653,55,40,45,25,25,25,41.66666667,103
0.004,0.002459083,0.092059,1.307856452,124.5670935,187.0923654,17.08253984,2.459082612,40,45,40,50,25,25,40,122
0.004166667,0.002047653,0.195035,1.41839642,167.2904678,79.45789012,32.1468345,2.04765345,50,30,45,45,25,30,41.66666667,112
0.002733333,0.008568945,0.575459,2.8539823,493.786526,57.72904651,11.22306475,8.56894519,40,35,0,60,30,20,27.33333333,139
0.003466667,0.003679437,0.09558,1.026534872,103.5678934,55.4569876,15.6789032,3.6794367,35,25,30,60,30,20,34.66666667,142
0.004466667,0.008568945,1.080265,2.8539823,493.786526,57.72904651,33.8975689,8.56894519,45,30,50,60,30,20,44.66666667,141
0.003533,0.002459083,0.092059,1.307856452,124.5670935,187.0923654,17.08253984,2.459082612,35,30,30,60,30,20,35.33,142
0.004666667,0.004678345,0.658195,1.7389023,254.9483283,63.89236374,19.34087456,4.678345,55,35,50,50,30,25,46.66666667,126
0.004833,0.005150158,0.251754,1.248571429,303.3333333,58.89787,23.94529082,5.150157949,55,25,55,60,30,35,48.33,134
0.005033,0.008513638,0.694137,2.638957476,510.4643799,37.47654,49.26807424,8.513637537,60,40,55,50,30,20,50.33,135
0.0044,0.004533879,0.206464,1.023957476,404.5646438,68.47654,47.26807424,4.533879486,55,45,40,50,25,25,44,132
0.004033333,0.00212965,0.141187,1.0267893,104.678932,55.8762834,23.9876456,2.12965023,45,45,35,50,30,25,40.33333333,122
0.004466667,0.008568945,1.080265,2.8539823,493.786526,57.72904651,33.8975689,8.56894519,45,30,50,60,30,20,44.66666667,141
0.004033333,0.00212965,0.141187,1.0267893,104.678932,55.8762834,23.9876456,2.12965023,45,45,35,50,30,25,40.33333333,122
0.004466667,0.008568945,1.080265,2.8539823,493.786526,57.72904651,33.8975689,8.56894519,45,30,50,60,30,20,44.66666667,141
0.005267,0.005257575,0.308343,1.529221733,232.6483283,59.48897,17.43938499,5.25757473,65,30,60,60,25,30,52.67,142
0.004933333,0.002099597,0.530144,2.015492958,164.4966443,78.34678,21.89632333,2.099596745,60,45,50,50,30,25,49.33333333,142
0.004833,0.005150158,0.251754,1.248571429,303.3333333,58.89787,23.94529082,5.150157949,55,25,55,60,30,35,48.33,134
0.004433,0.005037342,0.155236,1.128957476,308.3646438,79.876381,26.34807424,5.037341937,60,50,35,45,30,20,44.33,110
0.004433,0.005037342,0.155236,1.128957476,308.3646438,79.876381,26.34807424,5.037341937,60,50,35,45,30,20,44.33,110
0.004933333,0.002099597,0.530144,2.015492958,164.4966443,78.34678,21.89632333,2.099596745,60,45,50,50,30,25,49.33333333,142
0.004333333,0.003876023,0.142097,2.018734,233.9639582,86.09237856,30.8567345,3.876023345,50,30,50,45,25,30,43.33333333,112
0.004166667,0.002047653,0.195035,1.41839642,167.2904678,79.45789012,32.1468345,2.04765345,50,30,45,45,25,30,41.66666667,112
0.004266667,0.008568945,0.337431,2.4539823,252.9483283,57.72904651,33.8975689,8.56894519,45,35,40,55,40,30,42.66666667,123
0.005133333,0.00465235,0.214247,2.053415493,364.4966443,78.34678,21.63233348,4.65235003,60,25,60,60,30,30,51.33333333,145
0.004466667,0.004897646,0.306289,1.519034568,176.549873,62.30912786,26.02845081,4.89764592,45,35,50,60,25,20,44.66666667,140
0.004333333,0.00234561,0.102233,1.452387,123.56092,89.2387654,20.673903,2.34560982,50,30,50,45,25,30,43.33333333,112
0.004466667,0.004983903,0.092236,1.31036712,123.921344,83.67895432,21.45672789,4.983903481,55,50,40,50,25,25,44.66666667,122
0.0044,0.004533879,0.206464,1.023957476,404.5646438,68.47654,47.26807424,4.533879486,55,45,40,50,25,25,44,132
0.004733333,0.002569614,0.414199,1.574696697,178.9833283,69.65378,10.9289225,2.569614,60,45,40,55,35,20,47.33333333,130
0.004533333,0.008368945,0.261366,2.3539823,102.7677054,59.72904651,32.8975689,8.36894519,50,45,50,40,30,30,45.33333333,107
0.0037,0.005002378,0.145537,1.0584213,398.765923,83.76328,22.876938,5.002378,35,35,35,55,30,25,37,132
0.005,0.00768659,0.816551,2.157268722,326.8709536,57.98763,44.33152242,7.686589649,60,30,60,50,25,25,50,124
0.0052,0.009314634,0.285102,2.073415493,565.6888889,42.34678,21.89632333,9.314633827,50,45,60,55,40,30,52,132
0.005133333,0.00465235,0.214247,2.053415493,364.4966443,78.34678,21.63233348,4.65235003,60,25,60,60,30,30,51.33333333,145
0.004166667,0.002047653,0.195035,1.41839642,167.2904678,79.45789012,32.1468345,2.04765345,50,30,45,45,25,30,41.66666667,112
0.004966667,0.00845249,1.045934,3.976415094,590.4656085,69.857,33.8975689,8.452490208,50,45,55,55,35,30,49.66666667,126
0.004333333,0.003876023,0.142097,2.018734,233.9639582,86.09237856,30.8567345,3.876023345,50,30,50,45,25,30,43.33333333,112
0.004466667,0.004329877,0.263743,2.52780345,145.980734,74.2674032,35.87560234,4.32987653,45,35,50,60,25,20,44.66666667,140
0.004,0.002459083,0.092059,1.307856452,124.5670935,187.0923654,17.08253984,2.459082612,40,45,40,50,25,25,40,122
0.004633333,0.001357873,0.18806,1.367672653,102.4565464,75.45372,13.45085375,1.357872699,50,35,55,50,25,30,46.33333333,120
0.0048,0.004239777,0.497628,1.314696987,493.786526,54.87278,29.6689225,4.239776594,50,45,50,55,35,30,48,121
0.004033333,0.00212965,0.141187,1.0267893,104.678932,55.8762834,23.9876456,2.12965023,45,45,35,50,30,25,40.33333333,122
0.004,0.002459083,0.092059,1.307856452,124.5670935,187.0923654,17.08253984,2.459082612,40,45,40,50,25,25,40,122
0.005133333,0.00465235,0.214247,2.053415493,364.4966443,78.34678,21.63233348,4.65235003,60,25,60,60,30,30,51.33333333,145
0.004266667,0.008568945,0.337431,2.4539823,252.9483283,57.72904651,33.8975689,8.56894519,45,35,40,55,40,30,42.66666667,123
0.0052,0.009314634,0.285102,2.073415493,565.6888889,42.34678,21.89632333,9.314633827,50,45,60,55,40,30,52,132
0.004833333,0.005039288,0.411343,2.040046838,290.0515464,72.56757,21.9134355,5.039288058,55,25,55,60,30,35,48.33333333,143
